neighborhoodCrimeStatisticsID,neighborhood,ucrDescription,number,Date
19308,Keewaydin,Burglary,1.0,2019-11-01
19310,Keewaydin,Larceny,1.0,2019-11-01
19315,Kenny,Auto Theft,1.0,2019-11-01
19316,Kenny,Burglary,6.0,2019-11-01
19318,Kenny,Larceny,2.0,2019-11-01
19319,Kenny,Rape,1.0,2019-11-01
19326,Kenwood,Larceny,5.0,2019-11-01
19328,Kenwood,Robbery,1.0,2019-11-01
19329,King Field,Aggravated Assault,1.0,2019-11-01
19331,King Field,Auto Theft,3.0,2019-11-01
19332,King Field,Burglary,12.0,2019-11-01
19334,King Field,Larceny,8.0,2019-11-01
19336,King Field,Robbery,2.0,2019-11-01
19337,Lind - Bohanon,Aggravated Assault,4.0,2019-11-01
19339,Lind - Bohanon,Auto Theft,5.0,2019-11-01
19340,Lind - Bohanon,Burglary,7.0,2019-11-01
19341,Lind - Bohanon,Homicide,1.0,2019-11-01
19342,Lind - Bohanon,Larceny,8.0,2019-11-01
19343,Lind - Bohanon,Rape,1.0,2019-11-01
19347,Linden Hills,Auto Theft,1.0,2019-11-01
19348,Linden Hills,Burglary,2.0,2019-11-01
19350,Linden Hills,Larceny,6.0,2019-11-01
19355,Logan Park,Auto Theft,1.0,2019-11-01
19358,Logan Park,Larceny,4.0,2019-11-01
19361,Longfellow,Aggravated Assault,1.0,2019-11-01
19363,Longfellow,Auto Theft,4.0,2019-11-01
19364,Longfellow,Burglary,6.0,2019-11-01
19366,Longfellow,Larceny,48.0,2019-11-01
19367,Longfellow,Rape,1.0,2019-11-01
19368,Longfellow,Robbery,1.0,2019-11-01
19369,Loring Park,Aggravated Assault,1.0,2019-11-01
19371,Loring Park,Auto Theft,5.0,2019-11-01
19372,Loring Park,Burglary,3.0,2019-11-01
19374,Loring Park,Larceny,26.0,2019-11-01
19375,Loring Park,Rape,1.0,2019-11-01
19379,Lowry Hill,Auto Theft,1.0,2019-11-01
19380,Lowry Hill,Burglary,1.0,2019-11-01
19382,Lowry Hill,Larceny,5.0,2019-11-01
19385,Lowry Hill East,Aggravated Assault,1.0,2019-11-01
19387,Lowry Hill East,Auto Theft,5.0,2019-11-01
19388,Lowry Hill East,Burglary,11.0,2019-11-01
19390,Lowry Hill East,Larceny,62.0,2019-11-01
19392,Lowry Hill East,Robbery,1.0,2019-11-01
19393,Lyndale,Aggravated Assault,2.0,2019-11-01
19395,Lyndale,Auto Theft,2.0,2019-11-01
19396,Lyndale,Burglary,5.0,2019-11-01
19398,Lyndale,Larceny,20.0,2019-11-01
19404,Lynnhurst,Burglary,12.0,2019-11-01
19406,Lynnhurst,Larceny,3.0,2019-11-01
19409,Marcy Holmes,Aggravated Assault,4.0,2019-11-01
19411,Marcy Holmes,Auto Theft,7.0,2019-11-01
19412,Marcy Holmes,Burglary,9.0,2019-11-01
19413,Marcy Holmes,Homicide,1.0,2019-11-01
19414,Marcy Holmes,Larceny,32.0,2019-11-01
19416,Marcy Holmes,Robbery,6.0,2019-11-01
19419,Marshall Terrace,Auto Theft,3.0,2019-11-01
19422,Marshall Terrace,Larceny,1.0,2019-11-01
19424,Marshall Terrace,Robbery,1.0,2019-11-01
19425,McKinley,Aggravated Assault,3.0,2019-11-01
19427,McKinley,Auto Theft,2.0,2019-11-01
19428,McKinley,Burglary,7.0,2019-11-01
19430,McKinley,Larceny,7.0,2019-11-01
19438,Mid - City Industrial,Larceny,7.0,2019-11-01
19441,Midtown Phillips,Aggravated Assault,4.0,2019-11-01
19443,Midtown Phillips,Auto Theft,7.0,2019-11-01
19444,Midtown Phillips,Burglary,6.0,2019-11-01
19445,Midtown Phillips,Homicide,1.0,2019-11-01
19446,Midtown Phillips,Larceny,21.0,2019-11-01
19447,Midtown Phillips,Rape,2.0,2019-11-01
19448,Midtown Phillips,Robbery,1.0,2019-11-01
19449,Minnehaha,Aggravated Assault,1.0,2019-11-01
19451,Minnehaha,Auto Theft,2.0,2019-11-01
19452,Minnehaha,Burglary,3.0,2019-11-01
19454,Minnehaha,Larceny,9.0,2019-11-01
19457,Morris Park,Aggravated Assault,2.0,2019-11-01
19459,Morris Park,Auto Theft,2.0,2019-11-01
19460,Morris Park,Burglary,2.0,2019-11-01
19462,Morris Park,Larceny,5.0,2019-11-01
19465,Near - North,Aggravated Assault,9.0,2019-11-01
19467,Near - North,Auto Theft,4.0,2019-11-01
19468,Near - North,Burglary,5.0,2019-11-01
19470,Near - North,Larceny,23.0,2019-11-01
19471,Near - North,Rape,2.0,2019-11-01
19472,Near - North,Robbery,4.0,2019-11-01
19473,Nicollet Island - East Bank,Aggravated Assault,3.0,2019-11-01
19478,Nicollet Island - East Bank,Larceny,6.0,2019-11-01
19481,North Loop,Aggravated Assault,1.0,2019-11-01
19483,North Loop,Auto Theft,3.0,2019-11-01
19484,North Loop,Burglary,6.0,2019-11-01
19486,North Loop,Larceny,29.0,2019-11-01
19488,North Loop,Robbery,2.0,2019-11-01
19494,Northeast Park,Larceny,12.0,2019-11-01
19500,Northrop,Burglary,3.0,2019-11-01
19502,Northrop,Larceny,8.0,2019-11-01
19504,Northrop,Robbery,1.0,2019-11-01
19508,Page,Burglary,2.0,2019-11-01
19513,Phillips West,Aggravated Assault,4.0,2019-11-01
19515,Phillips West,Auto Theft,5.0,2019-11-01
19516,Phillips West,Burglary,3.0,2019-11-01
19518,Phillips West,Larceny,9.0,2019-11-01
19520,Phillips West,Robbery,6.0,2019-11-01
19521,Powderhorn Park,Aggravated Assault,2.0,2019-11-01
19523,Powderhorn Park,Auto Theft,10.0,2019-11-01
19524,Powderhorn Park,Burglary,13.0,2019-11-01
19526,Powderhorn Park,Larceny,19.0,2019-11-01
19527,Powderhorn Park,Rape,1.0,2019-11-01
19528,Powderhorn Park,Robbery,2.0,2019-11-01
19529,Prospect Park - East River Road,Aggravated Assault,1.0,2019-11-01
19531,Prospect Park - East River Road,Auto Theft,3.0,2019-11-01
19532,Prospect Park - East River Road,Burglary,2.0,2019-11-01
19534,Prospect Park - East River Road,Larceny,27.0,2019-11-01
19535,Prospect Park - East River Road,Rape,1.0,2019-11-01
19536,Prospect Park - East River Road,Robbery,2.0,2019-11-01
19539,Regina,Auto Theft,2.0,2019-11-01
19540,Regina,Burglary,4.0,2019-11-01
19542,Regina,Larceny,7.0,2019-11-01
19545,Seward,Aggravated Assault,1.0,2019-11-01
19547,Seward,Auto Theft,6.0,2019-11-01
19548,Seward,Burglary,11.0,2019-11-01
19550,Seward,Larceny,24.0,2019-11-01
19551,Seward,Rape,1.0,2019-11-01
19553,Sheridan,Aggravated Assault,1.0,2019-11-01
19555,Sheridan,Auto Theft,4.0,2019-11-01
19556,Sheridan,Burglary,1.0,2019-11-01
19558,Sheridan,Larceny,12.0,2019-11-01
19560,Sheridan,Robbery,2.0,2019-11-01
19561,Shingle Creek,Aggravated Assault,3.0,2019-11-01
19563,Shingle Creek,Auto Theft,4.0,2019-11-01
19564,Shingle Creek,Burglary,1.0,2019-11-01
19566,Shingle Creek,Larceny,4.0,2019-11-01
19571,St. Anthony East,Auto Theft,2.0,2019-11-01
19574,St. Anthony East,Larceny,4.0,2019-11-01
19576,St. Anthony East,Robbery,1.0,2019-11-01
19579,St. Anthony West,Auto Theft,1.0,2019-11-01
19582,St. Anthony West,Larceny,6.0,2019-11-01
19587,Standish,Auto Theft,3.0,2019-11-01
19588,Standish,Burglary,12.0,2019-11-01
19590,Standish,Larceny,12.0,2019-11-01
19591,Standish,Rape,1.0,2019-11-01
19592,Standish,Robbery,1.0,2019-11-01
19593,Steven's Square - Loring Heights,Aggravated Assault,5.0,2019-11-01
19595,Steven's Square - Loring Heights,Auto Theft,3.0,2019-11-01
19596,Steven's Square - Loring Heights,Burglary,7.0,2019-11-01
19598,Steven's Square - Loring Heights,Larceny,11.0,2019-11-01
19600,Steven's Square - Loring Heights,Robbery,3.0,2019-11-01
19603,Sumner - Glenwood,Auto Theft,3.0,2019-11-01
19604,Sumner - Glenwood,Burglary,1.0,2019-11-01
19606,Sumner - Glenwood,Larceny,2.0,2019-11-01
19611,Tangletown,Auto Theft,2.0,2019-11-01
19612,Tangletown,Burglary,3.0,2019-11-01
19614,Tangletown,Larceny,7.0,2019-11-01
19622,University of Minnesota,Larceny,5.0,2019-11-01
19625,Ventura Village,Aggravated Assault,10.0,2019-11-01
19627,Ventura Village,Auto Theft,7.0,2019-11-01
19628,Ventura Village,Burglary,3.0,2019-11-01
19630,Ventura Village,Larceny,20.0,2019-11-01
19632,Ventura Village,Robbery,4.0,2019-11-01
19635,Victory,Auto Theft,2.0,2019-11-01
19636,Victory,Burglary,5.0,2019-11-01
19638,Victory,Larceny,5.0,2019-11-01
19641,Waite Park,Aggravated Assault,1.0,2019-11-01
19644,Waite Park,Burglary,4.0,2019-11-01
19646,Waite Park,Larceny,3.0,2019-11-01
19649,Webber - Camden,Aggravated Assault,3.0,2019-11-01
19651,Webber - Camden,Auto Theft,6.0,2019-11-01
19652,Webber - Camden,Burglary,7.0,2019-11-01
19654,Webber - Camden,Larceny,5.0,2019-11-01
19656,Webber - Camden,Robbery,2.0,2019-11-01
19657,Wenonah,Aggravated Assault,2.0,2019-11-01
19659,Wenonah,Auto Theft,2.0,2019-11-01
19660,Wenonah,Burglary,4.0,2019-11-01
19662,Wenonah,Larceny,7.0,2019-11-01
19665,West Calhoun,Aggravated Assault,1.0,2019-11-01
19668,West Calhoun,Burglary,1.0,2019-11-01
19670,West Calhoun,Larceny,2.0,2019-11-01
19673,Whittier,Aggravated Assault,6.0,2019-11-01
19675,Whittier,Auto Theft,15.0,2019-11-01
19676,Whittier,Burglary,14.0,2019-11-01
19678,Whittier,Larceny,58.0,2019-11-01
19679,Whittier,Rape,1.0,2019-11-01
19680,Whittier,Robbery,6.0,2019-11-01
19681,Willard - Hay,Aggravated Assault,4.0,2019-11-01
19683,Willard - Hay,Auto Theft,7.0,2019-11-01
19684,Willard - Hay,Burglary,1.0,2019-11-01
19686,Willard - Hay,Larceny,9.0,2019-11-01
19688,Willard - Hay,Robbery,2.0,2019-11-01
19689,Windom,Aggravated Assault,3.0,2019-11-01
19692,Windom,Burglary,2.0,2019-11-01
19694,Windom,Larceny,16.0,2019-11-01
19695,Windom,Rape,1.0,2019-11-01
19696,Windom,Robbery,1.0,2019-11-01
19697,Windom Park,Aggravated Assault,1.0,2019-11-01
19699,Windom Park,Auto Theft,2.0,2019-11-01
19700,Windom Park,Burglary,4.0,2019-11-01
19702,Windom Park,Larceny,4.0,2019-11-01
19705,Z_** NOT ASSIGNED **,Aggravated Assault,2.0,2019-11-01
19707,Z_** NOT ASSIGNED **,Auto Theft,3.0,2019-11-01
19710,Z_** NOT ASSIGNED **,Larceny,1.0,2019-11-01
19711,Z_** NOT ASSIGNED **,Rape,2.0,2019-11-01
19716,Armatage,Burglary,1.0,2019-12-01
19718,Armatage,Larceny,6.0,2019-12-01
19723,Audubon Park,Auto Theft,2.0,2019-12-01
19724,Audubon Park,Burglary,5.0,2019-12-01
19726,Audubon Park,Larceny,1.0,2019-12-01
19727,Audubon Park,Rape,1.0,2019-12-01
19728,Audubon Park,Robbery,1.0,2019-12-01
19731,Bancroft,Auto Theft,3.0,2019-12-01
19732,Bancroft,Burglary,12.0,2019-12-01
19734,Bancroft,Larceny,1.0,2019-12-01
19737,Beltrami,Aggravated Assault,1.0,2019-12-01
19740,Beltrami,Burglary,1.0,2019-12-01
19742,Beltrami,Larceny,2.0,2019-12-01
19747,Bottineau,Auto Theft,1.0,2019-12-01
19750,Bottineau,Larceny,8.0,2019-12-01
19752,Bottineau,Robbery,1.0,2019-12-01
19755,Bryant,Auto Theft,1.0,2019-12-01
19756,Bryant,Burglary,4.0,2019-12-01
19758,Bryant,Larceny,2.0,2019-12-01
19761,Bryn - Mawr,Aggravated Assault,1.0,2019-12-01
19763,Bryn - Mawr,Auto Theft,1.0,2019-12-01
19766,Bryn - Mawr,Larceny,4.0,2019-12-01
19771,CARAG,Auto Theft,1.0,2019-12-01
19772,CARAG,Burglary,4.0,2019-12-01
19774,CARAG,Larceny,16.0,2019-12-01
19782,Camden Industrial,Larceny,1.0,2019-12-01
19784,Camden Industrial,Robbery,1.0,2019-12-01
19787,Cedar - Isles - Dean,Auto Theft,2.0,2019-12-01
19788,Cedar - Isles - Dean,Burglary,2.0,2019-12-01
19790,Cedar - Isles - Dean,Larceny,5.0,2019-12-01
19793,Cedar Riverside,Aggravated Assault,2.0,2019-12-01
19795,Cedar Riverside,Auto Theft,4.0,2019-12-01
19798,Cedar Riverside,Larceny,9.0,2019-12-01
19799,Cedar Riverside,Rape,1.0,2019-12-01
19800,Cedar Riverside,Robbery,1.0,2019-12-01
19801,Central,Aggravated Assault,5.0,2019-12-01
19803,Central,Auto Theft,7.0,2019-12-01
19804,Central,Burglary,6.0,2019-12-01
19806,Central,Larceny,19.0,2019-12-01
19807,Central,Rape,1.0,2019-12-01
19808,Central,Robbery,5.0,2019-12-01
19809,Cleveland,Aggravated Assault,2.0,2019-12-01
19811,Cleveland,Auto Theft,4.0,2019-12-01
19812,Cleveland,Burglary,1.0,2019-12-01
19814,Cleveland,Larceny,5.0,2019-12-01
19820,Columbia Park,Burglary,3.0,2019-12-01
19822,Columbia Park,Larceny,1.0,2019-12-01
19824,Columbia Park,Robbery,2.0,2019-12-01
19825,Como,Aggravated Assault,4.0,2019-12-01
19828,Como,Burglary,1.0,2019-12-01
19830,Como,Larceny,6.0,2019-12-01
19831,Como,Rape,1.0,2019-12-01
19832,Como,Robbery,1.0,2019-12-01
19835,Cooper,Auto Theft,1.0,2019-12-01
19836,Cooper,Burglary,2.0,2019-12-01
19838,Cooper,Larceny,7.0,2019-12-01
19841,Corcoran,Aggravated Assault,3.0,2019-12-01
19843,Corcoran,Auto Theft,5.0,2019-12-01
19844,Corcoran,Burglary,4.0,2019-12-01
19846,Corcoran,Larceny,9.0,2019-12-01
19848,Corcoran,Robbery,1.0,2019-12-01
19854,Diamond Lake,Larceny,3.0,2019-12-01
19856,Diamond Lake,Robbery,1.0,2019-12-01
19860,Downtown East,Burglary,2.0,2019-12-01
19862,Downtown East,Larceny,21.0,2019-12-01
19864,Downtown East,Robbery,1.0,2019-12-01
19865,Downtown West,Aggravated Assault,9.0,2019-12-01
19867,Downtown West,Auto Theft,4.0,2019-12-01
19868,Downtown West,Burglary,14.0,2019-12-01
19870,Downtown West,Larceny,138.0,2019-12-01
19871,Downtown West,Rape,6.0,2019-12-01
19872,Downtown West,Robbery,12.0,2019-12-01
19875,ECCO,Auto Theft,1.0,2019-12-01
19878,ECCO,Larceny,2.0,2019-12-01
19881,East Harriet,Aggravated Assault,1.0,2019-12-01
19883,East Harriet,Auto Theft,1.0,2019-12-01
19886,East Harriet,Larceny,6.0,2019-12-01
19891,East Isles,Auto Theft,4.0,2019-12-01
19892,East Isles,Burglary,4.0,2019-12-01
19894,East Isles,Larceny,21.0,2019-12-01
19897,East Phillips,Aggravated Assault,2.0,2019-12-01
19899,East Phillips,Auto Theft,9.0,2019-12-01
19900,East Phillips,Burglary,2.0,2019-12-01
19902,East Phillips,Larceny,11.0,2019-12-01
19904,East Phillips,Robbery,5.0,2019-12-01
19905,Elliot Park,Aggravated Assault,5.0,2019-12-01
19908,Elliot Park,Burglary,3.0,2019-12-01
19909,Elliot Park,Homicide,1.0,2019-12-01
19910,Elliot Park,Larceny,23.0,2019-12-01
19912,Elliot Park,Robbery,1.0,2019-12-01
19915,Ericsson,Auto Theft,5.0,2019-12-01
19916,Ericsson,Burglary,5.0,2019-12-01
19918,Ericsson,Larceny,9.0,2019-12-01
19926,Field,Larceny,2.0,2019-12-01
19929,Folwell,Aggravated Assault,4.0,2019-12-01
19931,Folwell,Auto Theft,8.0,2019-12-01
19932,Folwell,Burglary,10.0,2019-12-01
19934,Folwell,Larceny,8.0,2019-12-01
19935,Folwell,Rape,2.0,2019-12-01
19936,Folwell,Robbery,5.0,2019-12-01
19937,Fulton,Aggravated Assault,1.0,2019-12-01
19940,Fulton,Burglary,3.0,2019-12-01
19942,Fulton,Larceny,6.0,2019-12-01
19947,Hale,Auto Theft,1.0,2019-12-01
19948,Hale,Burglary,4.0,2019-12-01
19950,Hale,Larceny,2.0,2019-12-01
19953,Harrison,Aggravated Assault,2.0,2019-12-01
19955,Harrison,Auto Theft,4.0,2019-12-01
19956,Harrison,Burglary,1.0,2019-12-01
19958,Harrison,Larceny,9.0,2019-12-01
19961,Hawthorne,Aggravated Assault,9.0,2019-12-01
19963,Hawthorne,Auto Theft,17.0,2019-12-01
19964,Hawthorne,Burglary,6.0,2019-12-01
19966,Hawthorne,Larceny,18.0,2019-12-01
19967,Hawthorne,Rape,1.0,2019-12-01
19968,Hawthorne,Robbery,7.0,2019-12-01
19969,Hiawatha,Aggravated Assault,1.0,2019-12-01
19971,Hiawatha,Auto Theft,2.0,2019-12-01
19972,Hiawatha,Burglary,3.0,2019-12-01
19974,Hiawatha,Larceny,15.0,2019-12-01
19977,Holland,Aggravated Assault,2.0,2019-12-01
19980,Holland,Burglary,8.0,2019-12-01
19982,Holland,Larceny,9.0,2019-12-01
19984,Holland,Robbery,1.0,2019-12-01
19987,Howe,Auto Theft,3.0,2019-12-01
19990,Howe,Larceny,3.0,2019-12-01
19991,Howe,Rape,1.0,2019-12-01
19996,Humboldt Industrial Area,Burglary,1.0,2019-12-01
20001,Jordan,Aggravated Assault,15.0,2019-12-01
20002,Jordan,Arson,1.0,2019-12-01
20003,Jordan,Auto Theft,11.0,2019-12-01
20004,Jordan,Burglary,4.0,2019-12-01
20006,Jordan,Larceny,9.0,2019-12-01
20007,Jordan,Rape,1.0,2019-12-01
20008,Jordan,Robbery,4.0,2019-12-01
20012,Keewaydin,Burglary,2.0,2019-12-01
20014,Keewaydin,Larceny,5.0,2019-12-01
20017,Kenny,Aggravated Assault,1.0,2019-12-01
20022,Kenny,Larceny,1.0,2019-12-01
20030,Kenwood,Larceny,1.0,2019-12-01
20033,King Field,Aggravated Assault,1.0,2019-12-01
20035,King Field,Auto Theft,2.0,2019-12-01
20036,King Field,Burglary,11.0,2019-12-01
20038,King Field,Larceny,9.0,2019-12-01
20040,King Field,Robbery,3.0,2019-12-01
20041,Lind - Bohanon,Aggravated Assault,2.0,2019-12-01
20043,Lind - Bohanon,Auto Theft,3.0,2019-12-01
20044,Lind - Bohanon,Burglary,2.0,2019-12-01
20046,Lind - Bohanon,Larceny,10.0,2019-12-01
20051,Linden Hills,Auto Theft,2.0,2019-12-01
20052,Linden Hills,Burglary,2.0,2019-12-01
20054,Linden Hills,Larceny,5.0,2019-12-01
20059,Logan Park,Auto Theft,2.0,2019-12-01
20060,Logan Park,Burglary,1.0,2019-12-01
20062,Logan Park,Larceny,6.0,2019-12-01
20065,Longfellow,Aggravated Assault,1.0,2019-12-01
20067,Longfellow,Auto Theft,10.0,2019-12-01
20068,Longfellow,Burglary,5.0,2019-12-01
20070,Longfellow,Larceny,45.0,2019-12-01
20071,Longfellow,Rape,1.0,2019-12-01
20072,Longfellow,Robbery,1.0,2019-12-01
20073,Loring Park,Aggravated Assault,2.0,2019-12-01
20074,Loring Park,Arson,1.0,2019-12-01
20075,Loring Park,Auto Theft,1.0,2019-12-01
20076,Loring Park,Burglary,8.0,2019-12-01
20078,Loring Park,Larceny,35.0,2019-12-01
20079,Loring Park,Rape,1.0,2019-12-01
20081,Lowry Hill,Aggravated Assault,1.0,2019-12-01
20083,Lowry Hill,Auto Theft,1.0,2019-12-01
20084,Lowry Hill,Burglary,4.0,2019-12-01
20086,Lowry Hill,Larceny,12.0,2019-12-01
20089,Lowry Hill East,Aggravated Assault,2.0,2019-12-01
20091,Lowry Hill East,Auto Theft,6.0,2019-12-01
20092,Lowry Hill East,Burglary,3.0,2019-12-01
20094,Lowry Hill East,Larceny,48.0,2019-12-01
20095,Lowry Hill East,Rape,1.0,2019-12-01
20097,Lyndale,Aggravated Assault,1.0,2019-12-01
20099,Lyndale,Auto Theft,3.0,2019-12-01
20100,Lyndale,Burglary,3.0,2019-12-01
20102,Lyndale,Larceny,16.0,2019-12-01
20104,Lyndale,Robbery,4.0,2019-12-01
20107,Lynnhurst,Auto Theft,1.0,2019-12-01
20108,Lynnhurst,Burglary,2.0,2019-12-01
20110,Lynnhurst,Larceny,2.0,2019-12-01
20113,Marcy Holmes,Aggravated Assault,1.0,2019-12-01
20115,Marcy Holmes,Auto Theft,5.0,2019-12-01
20116,Marcy Holmes,Burglary,3.0,2019-12-01
20118,Marcy Holmes,Larceny,37.0,2019-12-01
20119,Marcy Holmes,Rape,1.0,2019-12-01
20120,Marcy Holmes,Robbery,1.0,2019-12-01
20126,Marshall Terrace,Larceny,3.0,2019-12-01
20129,McKinley,Aggravated Assault,2.0,2019-12-01
20131,McKinley,Auto Theft,6.0,2019-12-01
20132,McKinley,Burglary,2.0,2019-12-01
20134,McKinley,Larceny,6.0,2019-12-01
20140,Mid - City Industrial,Burglary,1.0,2019-12-01
20142,Mid - City Industrial,Larceny,8.0,2019-12-01
20143,Mid - City Industrial,Rape,1.0,2019-12-01
20145,Midtown Phillips,Aggravated Assault,3.0,2019-12-01
20147,Midtown Phillips,Auto Theft,13.0,2019-12-01
20148,Midtown Phillips,Burglary,4.0,2019-12-01
20150,Midtown Phillips,Larceny,16.0,2019-12-01
20151,Midtown Phillips,Rape,1.0,2019-12-01
20152,Midtown Phillips,Robbery,3.0,2019-12-01
20156,Minnehaha,Burglary,1.0,2019-12-01
20158,Minnehaha,Larceny,7.0,2019-12-01
20164,Morris Park,Burglary,5.0,2019-12-01
20166,Morris Park,Larceny,3.0,2019-12-01
20169,Near - North,Aggravated Assault,8.0,2019-12-01
20170,Near - North,Arson,2.0,2019-12-01
20171,Near - North,Auto Theft,6.0,2019-12-01
20172,Near - North,Burglary,2.0,2019-12-01
20174,Near - North,Larceny,20.0,2019-12-01
20176,Near - North,Robbery,6.0,2019-12-01
20177,Nicollet Island - East Bank,Aggravated Assault,1.0,2019-12-01
20180,Nicollet Island - East Bank,Burglary,1.0,2019-12-01
20182,Nicollet Island - East Bank,Larceny,2.0,2019-12-01
20185,North Loop,Aggravated Assault,4.0,2019-12-01
20188,North Loop,Burglary,5.0,2019-12-01
20190,North Loop,Larceny,31.0,2019-12-01
20191,North Loop,Rape,1.0,2019-12-01
20195,Northeast Park,Auto Theft,1.0,2019-12-01
20198,Northeast Park,Larceny,17.0,2019-12-01
20203,Northrop,Auto Theft,3.0,2019-12-01
20204,Northrop,Burglary,13.0,2019-12-01
20206,Northrop,Larceny,8.0,2019-12-01
20212,Page,Burglary,1.0,2019-12-01
20217,Phillips West,Aggravated Assault,1.0,2019-12-01
20219,Phillips West,Auto Theft,3.0,2019-12-01
20220,Phillips West,Burglary,1.0,2019-12-01
20221,Phillips West,Homicide,1.0,2019-12-01
20222,Phillips West,Larceny,16.0,2019-12-01
20223,Phillips West,Rape,1.0,2019-12-01
20224,Phillips West,Robbery,2.0,2019-12-01
20225,Powderhorn Park,Aggravated Assault,3.0,2019-12-01
20227,Powderhorn Park,Auto Theft,13.0,2019-12-01
20228,Powderhorn Park,Burglary,10.0,2019-12-01
20230,Powderhorn Park,Larceny,15.0,2019-12-01
20231,Powderhorn Park,Rape,1.0,2019-12-01
20232,Powderhorn Park,Robbery,3.0,2019-12-01
20233,Prospect Park - East River Road,Aggravated Assault,1.0,2019-12-01
20235,Prospect Park - East River Road,Auto Theft,3.0,2019-12-01
20236,Prospect Park - East River Road,Burglary,4.0,2019-12-01
20238,Prospect Park - East River Road,Larceny,17.0,2019-12-01
20240,Prospect Park - East River Road,Robbery,1.0,2019-12-01
20243,Regina,Auto Theft,1.0,2019-12-01
20244,Regina,Burglary,3.0,2019-12-01
20246,Regina,Larceny,1.0,2019-12-01
20248,Regina,Robbery,1.0,2019-12-01
20249,Seward,Aggravated Assault,3.0,2019-12-01
20251,Seward,Auto Theft,5.0,2019-12-01
20252,Seward,Burglary,4.0,2019-12-01
20254,Seward,Larceny,19.0,2019-12-01
20257,Sheridan,Aggravated Assault,1.0,2019-12-01
20259,Sheridan,Auto Theft,2.0,2019-12-01
20260,Sheridan,Burglary,3.0,2019-12-01
20262,Sheridan,Larceny,9.0,2019-12-01
20263,Sheridan,Rape,1.0,2019-12-01
20267,Shingle Creek,Auto Theft,4.0,2019-12-01
20268,Shingle Creek,Burglary,5.0,2019-12-01
20270,Shingle Creek,Larceny,1.0,2019-12-01
20273,St. Anthony East,Aggravated Assault,1.0,2019-12-01
20275,St. Anthony East,Auto Theft,1.0,2019-12-01
20278,St. Anthony East,Larceny,2.0,2019-12-01
20284,St. Anthony West,Burglary,1.0,2019-12-01
20286,St. Anthony West,Larceny,5.0,2019-12-01
20291,Standish,Auto Theft,2.0,2019-12-01
20292,Standish,Burglary,10.0,2019-12-01
20294,Standish,Larceny,5.0,2019-12-01
20295,Standish,Rape,1.0,2019-12-01
20297,Steven's Square - Loring Heights,Aggravated Assault,1.0,2019-12-01
20299,Steven's Square - Loring Heights,Auto Theft,1.0,2019-12-01
20300,Steven's Square - Loring Heights,Burglary,2.0,2019-12-01
20302,Steven's Square - Loring Heights,Larceny,15.0,2019-12-01
20304,Steven's Square - Loring Heights,Robbery,1.0,2019-12-01
20305,Sumner - Glenwood,Aggravated Assault,1.0,2019-12-01
20307,Sumner - Glenwood,Auto Theft,1.0,2019-12-01
20310,Sumner - Glenwood,Larceny,1.0,2019-12-01
20313,Tangletown,Aggravated Assault,1.0,2019-12-01
20315,Tangletown,Auto Theft,2.0,2019-12-01
20316,Tangletown,Burglary,2.0,2019-12-01
20318,Tangletown,Larceny,6.0,2019-12-01
20320,Tangletown,Robbery,1.0,2019-12-01
20321,University of Minnesota,Aggravated Assault,1.0,2019-12-01
20324,University of Minnesota,Burglary,1.0,2019-12-01
20326,University of Minnesota,Larceny,7.0,2019-12-01
20329,Ventura Village,Aggravated Assault,2.0,2019-12-01
20331,Ventura Village,Auto Theft,18.0,2019-12-01
20332,Ventura Village,Burglary,1.0,2019-12-01
20333,Ventura Village,Homicide,1.0,2019-12-01
20334,Ventura Village,Larceny,18.0,2019-12-01
20335,Ventura Village,Rape,2.0,2019-12-01
20336,Ventura Village,Robbery,5.0,2019-12-01
20339,Victory,Auto Theft,2.0,2019-12-01
20340,Victory,Burglary,4.0,2019-12-01
20342,Victory,Larceny,4.0,2019-12-01
20345,Waite Park,Aggravated Assault,1.0,2019-12-01
20348,Waite Park,Burglary,7.0,2019-12-01
20350,Waite Park,Larceny,3.0,2019-12-01
20352,Waite Park,Robbery,1.0,2019-12-01
20353,Webber - Camden,Aggravated Assault,6.0,2019-12-01
20355,Webber - Camden,Auto Theft,12.0,2019-12-01
20356,Webber - Camden,Burglary,8.0,2019-12-01
20358,Webber - Camden,Larceny,9.0,2019-12-01
20359,Webber - Camden,Rape,1.0,2019-12-01
20361,Wenonah,Aggravated Assault,2.0,2019-12-01
20363,Wenonah,Auto Theft,3.0,2019-12-01
20364,Wenonah,Burglary,6.0,2019-12-01
20366,Wenonah,Larceny,2.0,2019-12-01
20367,Wenonah,Rape,1.0,2019-12-01
20374,West Calhoun,Larceny,3.0,2019-12-01
20377,Whittier,Aggravated Assault,2.0,2019-12-01
20379,Whittier,Auto Theft,17.0,2019-12-01
20380,Whittier,Burglary,11.0,2019-12-01
20382,Whittier,Larceny,62.0,2019-12-01
20383,Whittier,Rape,2.0,2019-12-01
20384,Whittier,Robbery,3.0,2019-12-01
20385,Willard - Hay,Aggravated Assault,11.0,2019-12-01
20387,Willard - Hay,Auto Theft,7.0,2019-12-01
20388,Willard - Hay,Burglary,6.0,2019-12-01
20389,Willard - Hay,Homicide,2.0,2019-12-01
20390,Willard - Hay,Larceny,10.0,2019-12-01
