neighborhoodCrimeStatisticsID,neighborhood,ucrDescription,number,Date
6544,ELLIOT PARK,Robbery,2.0,2018-05-01
6547,ERICSSON,Auto Theft,1.0,2018-05-01
6548,ERICSSON,Burglary,1.0,2018-05-01
6550,ERICSSON,Larceny,2.0,2018-05-01
6556,FIELD,Burglary,2.0,2018-05-01
6558,FIELD,Larceny,3.0,2018-05-01
6561,FOLWELL,Aggravated Assault,14.0,2018-05-01
6563,FOLWELL,Auto Theft,5.0,2018-05-01
6564,FOLWELL,Burglary,6.0,2018-05-01
6565,FOLWELL,Homicide,1.0,2018-05-01
6566,FOLWELL,Larceny,11.0,2018-05-01
6568,FOLWELL,Robbery,2.0,2018-05-01
6571,FULTON,Auto Theft,4.0,2018-05-01
6572,FULTON,Burglary,4.0,2018-05-01
6574,FULTON,Larceny,6.0,2018-05-01
6579,HALE,Auto Theft,1.0,2018-05-01
6580,HALE,Burglary,2.0,2018-05-01
6582,HALE,Larceny,1.0,2018-05-01
6585,HARRISON,Aggravated Assault,2.0,2018-05-01
6587,HARRISON,Auto Theft,2.0,2018-05-01
6588,HARRISON,Burglary,3.0,2018-05-01
6590,HARRISON,Larceny,7.0,2018-05-01
6593,HAWTHORNE,Aggravated Assault,7.0,2018-05-01
6595,HAWTHORNE,Auto Theft,11.0,2018-05-01
6596,HAWTHORNE,Burglary,6.0,2018-05-01
6598,HAWTHORNE,Larceny,12.0,2018-05-01
6599,HAWTHORNE,Rape,1.0,2018-05-01
6600,HAWTHORNE,Robbery,8.0,2018-05-01
6604,HIAWATHA,Burglary,4.0,2018-05-01
6606,HIAWATHA,Larceny,10.0,2018-05-01
6608,HIAWATHA,Robbery,1.0,2018-05-01
6611,HOLLAND,Auto Theft,1.0,2018-05-01
6612,HOLLAND,Burglary,4.0,2018-05-01
6614,HOLLAND,Larceny,11.0,2018-05-01
6616,HOLLAND,Robbery,2.0,2018-05-01
6620,HOWE,Burglary,2.0,2018-05-01
6622,HOWE,Larceny,9.0,2018-05-01
6628,HUMBOLDT INDUSTRIAL AREA,Burglary,1.0,2018-05-01
6633,JORDAN,Aggravated Assault,10.0,2018-05-01
6635,JORDAN,Auto Theft,5.0,2018-05-01
6636,JORDAN,Burglary,6.0,2018-05-01
6638,JORDAN,Larceny,19.0,2018-05-01
6639,JORDAN,Rape,4.0,2018-05-01
6640,JORDAN,Robbery,5.0,2018-05-01
6641,KEEWAYDIN,Aggravated Assault,1.0,2018-05-01
6643,KEEWAYDIN,Auto Theft,1.0,2018-05-01
6644,KEEWAYDIN,Burglary,1.0,2018-05-01
6646,KEEWAYDIN,Larceny,3.0,2018-05-01
6651,KENNY,Auto Theft,1.0,2018-05-01
6652,KENNY,Burglary,4.0,2018-05-01
6654,KENNY,Larceny,3.0,2018-05-01
6660,KENWOOD,Burglary,1.0,2018-05-01
6662,KENWOOD,Larceny,3.0,2018-05-01
6665,KING FIELD,Aggravated Assault,1.0,2018-05-01
6667,KING FIELD,Auto Theft,2.0,2018-05-01
6668,KING FIELD,Burglary,10.0,2018-05-01
6670,KING FIELD,Larceny,14.0,2018-05-01
6671,KING FIELD,Rape,1.0,2018-05-01
6673,LIND - BOHANON,Aggravated Assault,14.0,2018-05-01
6675,LIND - BOHANON,Auto Theft,1.0,2018-05-01
6676,LIND - BOHANON,Burglary,5.0,2018-05-01
6678,LIND - BOHANON,Larceny,6.0,2018-05-01
6679,LIND - BOHANON,Rape,1.0,2018-05-01
6680,LIND - BOHANON,Robbery,1.0,2018-05-01
6683,LINDEN HILLS,Auto Theft,2.0,2018-05-01
6684,LINDEN HILLS,Burglary,2.0,2018-05-01
6686,LINDEN HILLS,Larceny,9.0,2018-05-01
6692,LOGAN PARK,Burglary,1.0,2018-05-01
6694,LOGAN PARK,Larceny,5.0,2018-05-01
6697,LONGFELLOW,Aggravated Assault,4.0,2018-05-01
6699,LONGFELLOW,Auto Theft,3.0,2018-05-01
6700,LONGFELLOW,Burglary,5.0,2018-05-01
6702,LONGFELLOW,Larceny,42.0,2018-05-01
6703,LONGFELLOW,Rape,3.0,2018-05-01
6704,LONGFELLOW,Robbery,3.0,2018-05-01
6705,LORING PARK,Aggravated Assault,3.0,2018-05-01
6707,LORING PARK,Auto Theft,4.0,2018-05-01
6708,LORING PARK,Burglary,1.0,2018-05-01
6710,LORING PARK,Larceny,44.0,2018-05-01
6712,LORING PARK,Robbery,1.0,2018-05-01
6716,LOWRY HILL,Burglary,1.0,2018-05-01
6718,LOWRY HILL,Larceny,11.0,2018-05-01
6721,LOWRY HILL EAST,Aggravated Assault,3.0,2018-05-01
6723,LOWRY HILL EAST,Auto Theft,4.0,2018-05-01
6724,LOWRY HILL EAST,Burglary,4.0,2018-05-01
6726,LOWRY HILL EAST,Larceny,37.0,2018-05-01
6727,LOWRY HILL EAST,Rape,2.0,2018-05-01
6728,LOWRY HILL EAST,Robbery,5.0,2018-05-01
6729,LYNDALE,Aggravated Assault,2.0,2018-05-01
6731,LYNDALE,Auto Theft,5.0,2018-05-01
6732,LYNDALE,Burglary,9.0,2018-05-01
6734,LYNDALE,Larceny,24.0,2018-05-01
6736,LYNDALE,Robbery,2.0,2018-05-01
6740,LYNNHURST,Burglary,1.0,2018-05-01
6742,LYNNHURST,Larceny,8.0,2018-05-01
6745,MARCY HOLMES,Aggravated Assault,1.0,2018-05-01
6747,MARCY HOLMES,Auto Theft,4.0,2018-05-01
6748,MARCY HOLMES,Burglary,6.0,2018-05-01
6750,MARCY HOLMES,Larceny,38.0,2018-05-01
6752,MARCY HOLMES,Robbery,2.0,2018-05-01
6753,MARSHALL TERRACE,Aggravated Assault,2.0,2018-05-01
6755,MARSHALL TERRACE,Auto Theft,1.0,2018-05-01
6758,MARSHALL TERRACE,Larceny,1.0,2018-05-01
6761,MCKINLEY,Aggravated Assault,4.0,2018-05-01
6762,MCKINLEY,Arson,1.0,2018-05-01
6763,MCKINLEY,Auto Theft,1.0,2018-05-01
6764,MCKINLEY,Burglary,4.0,2018-05-01
6766,MCKINLEY,Larceny,2.0,2018-05-01
6768,MCKINLEY,Robbery,1.0,2018-05-01
6771,MID - CITY INDUSTRIAL,Auto Theft,1.0,2018-05-01
6774,MID - CITY INDUSTRIAL,Larceny,9.0,2018-05-01
6777,MIDTOWN PHILLIPS,Aggravated Assault,3.0,2018-05-01
6779,MIDTOWN PHILLIPS,Auto Theft,1.0,2018-05-01
6780,MIDTOWN PHILLIPS,Burglary,5.0,2018-05-01
6782,MIDTOWN PHILLIPS,Larceny,12.0,2018-05-01
6783,MIDTOWN PHILLIPS,Rape,2.0,2018-05-01
6784,MIDTOWN PHILLIPS,Robbery,2.0,2018-05-01
6786,MINNEHAHA,Arson,1.0,2018-05-01
6788,MINNEHAHA,Burglary,5.0,2018-05-01
6790,MINNEHAHA,Larceny,5.0,2018-05-01
6792,MINNEHAHA,Robbery,1.0,2018-05-01
6796,MORRIS PARK,Burglary,2.0,2018-05-01
6798,MORRIS PARK,Larceny,6.0,2018-05-01
6799,MORRIS PARK,Rape,1.0,2018-05-01
6801,NEAR - NORTH,Aggravated Assault,5.0,2018-05-01
6803,NEAR - NORTH,Auto Theft,3.0,2018-05-01
6804,NEAR - NORTH,Burglary,5.0,2018-05-01
6806,NEAR - NORTH,Larceny,12.0,2018-05-01
6807,NEAR - NORTH,Rape,1.0,2018-05-01
6808,NEAR - NORTH,Robbery,2.0,2018-05-01
6809,NICOLLET ISLAND - EAST BANK,Aggravated Assault,1.0,2018-05-01
6814,NICOLLET ISLAND - EAST BANK,Larceny,12.0,2018-05-01
6815,NICOLLET ISLAND - EAST BANK,Rape,1.0,2018-05-01
6817,NORTH LOOP,Aggravated Assault,3.0,2018-05-01
6819,NORTH LOOP,Auto Theft,2.0,2018-05-01
6820,NORTH LOOP,Burglary,3.0,2018-05-01
6822,NORTH LOOP,Larceny,26.0,2018-05-01
6824,NORTH LOOP,Robbery,1.0,2018-05-01
6827,NORTHEAST PARK,Auto Theft,1.0,2018-05-01
6830,NORTHEAST PARK,Larceny,4.0,2018-05-01
6833,NORTHROP,Aggravated Assault,1.0,2018-05-01
6836,NORTHROP,Burglary,2.0,2018-05-01
6838,NORTHROP,Larceny,7.0,2018-05-01
6843,PAGE,Auto Theft,1.0,2018-05-01
6844,PAGE,Burglary,1.0,2018-05-01
6846,PAGE,Larceny,1.0,2018-05-01
6851,PHILLIPS WEST,Auto Theft,3.0,2018-05-01
6854,PHILLIPS WEST,Larceny,12.0,2018-05-01
6855,PHILLIPS WEST,Rape,2.0,2018-05-01
6856,PHILLIPS WEST,Robbery,2.0,2018-05-01
6857,POWDERHORN PARK,Aggravated Assault,7.0,2018-05-01
6859,POWDERHORN PARK,Auto Theft,6.0,2018-05-01
6860,POWDERHORN PARK,Burglary,8.0,2018-05-01
6862,POWDERHORN PARK,Larceny,19.0,2018-05-01
6863,POWDERHORN PARK,Rape,2.0,2018-05-01
6864,POWDERHORN PARK,Robbery,2.0,2018-05-01
6865,PROSPECT PARK - EAST RIVER ROAD,Aggravated Assault,2.0,2018-05-01
6867,PROSPECT PARK - EAST RIVER ROAD,Auto Theft,2.0,2018-05-01
6868,PROSPECT PARK - EAST RIVER ROAD,Burglary,3.0,2018-05-01
6870,PROSPECT PARK - EAST RIVER ROAD,Larceny,25.0,2018-05-01
6873,REGINA,Aggravated Assault,2.0,2018-05-01
6875,REGINA,Auto Theft,2.0,2018-05-01
6876,REGINA,Burglary,4.0,2018-05-01
6878,REGINA,Larceny,1.0,2018-05-01
6881,SEWARD,Aggravated Assault,2.0,2018-05-01
6883,SEWARD,Auto Theft,4.0,2018-05-01
6884,SEWARD,Burglary,9.0,2018-05-01
6886,SEWARD,Larceny,17.0,2018-05-01
6889,SHERIDAN,Aggravated Assault,2.0,2018-05-01
6892,SHERIDAN,Burglary,2.0,2018-05-01
6894,SHERIDAN,Larceny,5.0,2018-05-01
6895,SHERIDAN,Rape,1.0,2018-05-01
6897,SHINGLE CREEK,Aggravated Assault,1.0,2018-05-01
6900,SHINGLE CREEK,Burglary,1.0,2018-05-01
6902,SHINGLE CREEK,Larceny,2.0,2018-05-01
6908,ST. ANTHONY EAST,Burglary,3.0,2018-05-01
6910,ST. ANTHONY EAST,Larceny,5.0,2018-05-01
6913,ST. ANTHONY WEST,Aggravated Assault,1.0,2018-05-01
6915,ST. ANTHONY WEST,Auto Theft,1.0,2018-05-01
6918,ST. ANTHONY WEST,Larceny,4.0,2018-05-01
6921,STANDISH,Aggravated Assault,2.0,2018-05-01
6923,STANDISH,Auto Theft,2.0,2018-05-01
6924,STANDISH,Burglary,12.0,2018-05-01
6926,STANDISH,Larceny,10.0,2018-05-01
6928,STANDISH,Robbery,1.0,2018-05-01
6929,STEVENS SQUARE - LORING HEIGHTS,Aggravated Assault,1.0,2018-05-01
6931,STEVENS SQUARE - LORING HEIGHTS,Auto Theft,3.0,2018-05-01
6932,STEVENS SQUARE - LORING HEIGHTS,Burglary,2.0,2018-05-01
6934,STEVENS SQUARE - LORING HEIGHTS,Larceny,13.0,2018-05-01
6935,STEVENS SQUARE - LORING HEIGHTS,Rape,1.0,2018-05-01
6936,STEVENS SQUARE - LORING HEIGHTS,Robbery,1.0,2018-05-01
6937,SUMNER - GLENWOOD,Aggravated Assault,3.0,2018-05-01
6939,SUMNER - GLENWOOD,Auto Theft,1.0,2018-05-01
6940,SUMNER - GLENWOOD,Burglary,1.0,2018-05-01
6942,SUMNER - GLENWOOD,Larceny,3.0,2018-05-01
6948,TANGLETOWN,Burglary,1.0,2018-05-01
6950,TANGLETOWN,Larceny,9.0,2018-05-01
6951,TANGLETOWN,Rape,1.0,2018-05-01
6952,TANGLETOWN,Robbery,1.0,2018-05-01
6956,UNIVERSITY OF MINNESOTA,Burglary,1.0,2018-05-01
6958,UNIVERSITY OF MINNESOTA,Larceny,6.0,2018-05-01
6961,VENTURA VILLAGE,Aggravated Assault,1.0,2018-05-01
6963,VENTURA VILLAGE,Auto Theft,3.0,2018-05-01
6964,VENTURA VILLAGE,Burglary,3.0,2018-05-01
6966,VENTURA VILLAGE,Larceny,19.0,2018-05-01
6967,VENTURA VILLAGE,Rape,3.0,2018-05-01
6968,VENTURA VILLAGE,Robbery,4.0,2018-05-01
6969,VICTORY,Aggravated Assault,1.0,2018-05-01
6971,VICTORY,Auto Theft,4.0,2018-05-01
6972,VICTORY,Burglary,3.0,2018-05-01
6974,VICTORY,Larceny,2.0,2018-05-01
6979,WAITE PARK,Auto Theft,2.0,2018-05-01
6980,WAITE PARK,Burglary,2.0,2018-05-01
6982,WAITE PARK,Larceny,3.0,2018-05-01
6985,WEBBER - CAMDEN,Aggravated Assault,3.0,2018-05-01
6987,WEBBER - CAMDEN,Auto Theft,3.0,2018-05-01
6988,WEBBER - CAMDEN,Burglary,5.0,2018-05-01
6990,WEBBER - CAMDEN,Larceny,8.0,2018-05-01
6991,WEBBER - CAMDEN,Rape,1.0,2018-05-01
6995,WENONAH,Auto Theft,2.0,2018-05-01
6996,WENONAH,Burglary,4.0,2018-05-01
6998,WENONAH,Larceny,1.0,2018-05-01
7000,WENONAH,Robbery,1.0,2018-05-01
7006,WEST CALHOUN,Larceny,4.0,2018-05-01
7009,WHITTIER,Aggravated Assault,5.0,2018-05-01
7011,WHITTIER,Auto Theft,6.0,2018-05-01
7012,WHITTIER,Burglary,3.0,2018-05-01
7014,WHITTIER,Larceny,45.0,2018-05-01
7015,WHITTIER,Rape,4.0,2018-05-01
7016,WHITTIER,Robbery,7.0,2018-05-01
7017,WILLARD - HAY,Aggravated Assault,9.0,2018-05-01
7018,WILLARD - HAY,Arson,1.0,2018-05-01
7019,WILLARD - HAY,Auto Theft,6.0,2018-05-01
7020,WILLARD - HAY,Burglary,13.0,2018-05-01
7022,WILLARD - HAY,Larceny,14.0,2018-05-01
7023,WILLARD - HAY,Rape,1.0,2018-05-01
7024,WILLARD - HAY,Robbery,7.0,2018-05-01
7027,WINDOM,Auto Theft,2.0,2018-05-01
7030,WINDOM,Larceny,7.0,2018-05-01
7033,WINDOM PARK,Aggravated Assault,1.0,2018-05-01
7034,WINDOM PARK,Arson,1.0,2018-05-01
7035,WINDOM PARK,Auto Theft,1.0,2018-05-01
7036,WINDOM PARK,Burglary,1.0,2018-05-01
7038,WINDOM PARK,Larceny,6.0,2018-05-01
7039,WINDOM PARK,Rape,2.0,2018-05-01
7040,WINDOM PARK,Robbery,1.0,2018-05-01
7044,Armatage,Burglary,1.0,2018-06-01
7046,Armatage,Larceny,5.0,2018-06-01
7051,Audubon Park,Auto Theft,3.0,2018-06-01
7052,Audubon Park,Burglary,2.0,2018-06-01
7054,Audubon Park,Larceny,7.0,2018-06-01
7057,Bancroft,Aggravated Assault,2.0,2018-06-01
7062,Bancroft,Larceny,6.0,2018-06-01
7063,Bancroft,Rape,1.0,2018-06-01
7067,Beltrami,Auto Theft,1.0,2018-06-01
7068,Beltrami,Burglary,1.0,2018-06-01
7070,Beltrami,Larceny,1.0,2018-06-01
7072,Beltrami,Robbery,1.0,2018-06-01
7073,Bottineau,Aggravated Assault,1.0,2018-06-01
7078,Bottineau,Larceny,3.0,2018-06-01
7081,Bryant,Aggravated Assault,3.0,2018-06-01
7083,Bryant,Auto Theft,2.0,2018-06-01
7084,Bryant,Burglary,8.0,2018-06-01
7086,Bryant,Larceny,5.0,2018-06-01
7092,Bryn - Mawr,Burglary,2.0,2018-06-01
7094,Bryn - Mawr,Larceny,1.0,2018-06-01
7099,Camden Industrial,Auto Theft,1.0,2018-06-01
7107,CARAG,Auto Theft,2.0,2018-06-01
7108,CARAG,Burglary,3.0,2018-06-01
7110,CARAG,Larceny,24.0,2018-06-01
7112,CARAG,Robbery,2.0,2018-06-01
7115,Cedar - Isles - Dean,Auto Theft,1.0,2018-06-01
7116,Cedar - Isles - Dean,Burglary,1.0,2018-06-01
7118,Cedar - Isles - Dean,Larceny,9.0,2018-06-01
7120,Cedar - Isles - Dean,Robbery,1.0,2018-06-01
7121,Cedar Riverside,Aggravated Assault,1.0,2018-06-01
7123,Cedar Riverside,Auto Theft,3.0,2018-06-01
7126,Cedar Riverside,Larceny,15.0,2018-06-01
7127,Cedar Riverside,Rape,2.0,2018-06-01
7128,Cedar Riverside,Robbery,1.0,2018-06-01
7129,Central,Aggravated Assault,7.0,2018-06-01
7131,Central,Auto Theft,5.0,2018-06-01
7132,Central,Burglary,6.0,2018-06-01
7134,Central,Larceny,9.0,2018-06-01
7136,Central,Robbery,8.0,2018-06-01
7137,Cleveland,Aggravated Assault,3.0,2018-06-01
7140,Cleveland,Burglary,5.0,2018-06-01
7142,Cleveland,Larceny,5.0,2018-06-01
7144,Cleveland,Robbery,2.0,2018-06-01
7145,Columbia Park,Aggravated Assault,1.0,2018-06-01
7155,Como,Auto Theft,5.0,2018-06-01
7156,Como,Burglary,6.0,2018-06-01
7158,Como,Larceny,8.0,2018-06-01
7160,Como,Robbery,1.0,2018-06-01
7163,Cooper,Auto Theft,1.0,2018-06-01
7164,Cooper,Burglary,2.0,2018-06-01
7166,Cooper,Larceny,5.0,2018-06-01
7169,Corcoran,Aggravated Assault,2.0,2018-06-01
7172,Corcoran,Burglary,6.0,2018-06-01
7174,Corcoran,Larceny,7.0,2018-06-01
7175,Corcoran,Rape,1.0,2018-06-01
7177,Diamond Lake,Aggravated Assault,1.0,2018-06-01
7179,Diamond Lake,Auto Theft,1.0,2018-06-01
7180,Diamond Lake,Burglary,1.0,2018-06-01
7182,Diamond Lake,Larceny,6.0,2018-06-01
7184,Diamond Lake,Robbery,1.0,2018-06-01
7185,Downtown East,Aggravated Assault,1.0,2018-06-01
7187,Downtown East,Auto Theft,1.0,2018-06-01
7188,Downtown East,Burglary,2.0,2018-06-01
7190,Downtown East,Larceny,7.0,2018-06-01
7192,Downtown East,Robbery,1.0,2018-06-01
7193,Downtown West,Aggravated Assault,10.0,2018-06-01
7195,Downtown West,Auto Theft,7.0,2018-06-01
7196,Downtown West,Burglary,10.0,2018-06-01
7198,Downtown West,Larceny,130.0,2018-06-01
7199,Downtown West,Rape,10.0,2018-06-01
7200,Downtown West,Robbery,14.0,2018-06-01
7204,East Harriet,Burglary,1.0,2018-06-01
7206,East Harriet,Larceny,8.0,2018-06-01
7208,East Harriet,Robbery,1.0,2018-06-01
7209,East Isles,Aggravated Assault,1.0,2018-06-01
7211,East Isles,Auto Theft,2.0,2018-06-01
7212,East Isles,Burglary,4.0,2018-06-01
7214,East Isles,Larceny,18.0,2018-06-01
7215,East Isles,Rape,1.0,2018-06-01
7217,East Phillips,Aggravated Assault,8.0,2018-06-01
7219,East Phillips,Auto Theft,4.0,2018-06-01
7220,East Phillips,Burglary,3.0,2018-06-01
7222,East Phillips,Larceny,12.0,2018-06-01
7224,East Phillips,Robbery,8.0,2018-06-01
7228,ECCO,Burglary,1.0,2018-06-01
7230,ECCO,Larceny,6.0,2018-06-01
7233,Elliot Park,Aggravated Assault,6.0,2018-06-01
7235,Elliot Park,Auto Theft,1.0,2018-06-01
7236,Elliot Park,Burglary,3.0,2018-06-01
7238,Elliot Park,Larceny,25.0,2018-06-01
7239,Elliot Park,Rape,1.0,2018-06-01
7240,Elliot Park,Robbery,4.0,2018-06-01
7241,Ericsson,Aggravated Assault,1.0,2018-06-01
7243,Ericsson,Auto Theft,2.0,2018-06-01
7244,Ericsson,Burglary,5.0,2018-06-01
7246,Ericsson,Larceny,5.0,2018-06-01
7254,Field,Larceny,3.0,2018-06-01
7257,Folwell,Aggravated Assault,9.0,2018-06-01
7259,Folwell,Auto Theft,3.0,2018-06-01
7260,Folwell,Burglary,6.0,2018-06-01
7262,Folwell,Larceny,9.0,2018-06-01
7263,Folwell,Rape,1.0,2018-06-01
7264,Folwell,Robbery,4.0,2018-06-01
7267,Fulton,Auto Theft,1.0,2018-06-01
7270,Fulton,Larceny,5.0,2018-06-01
7275,Hale,Auto Theft,1.0,2018-06-01
7276,Hale,Burglary,5.0,2018-06-01
7278,Hale,Larceny,1.0,2018-06-01
7281,Harrison,Aggravated Assault,3.0,2018-06-01
7283,Harrison,Auto Theft,1.0,2018-06-01
7284,Harrison,Burglary,3.0,2018-06-01
7286,Harrison,Larceny,10.0,2018-06-01
7289,Hawthorne,Aggravated Assault,9.0,2018-06-01
7290,Hawthorne,Arson,1.0,2018-06-01
7291,Hawthorne,Auto Theft,5.0,2018-06-01
7292,Hawthorne,Burglary,7.0,2018-06-01
7294,Hawthorne,Larceny,17.0,2018-06-01
7295,Hawthorne,Rape,2.0,2018-06-01
7296,Hawthorne,Robbery,5.0,2018-06-01
7297,Hiawatha,Aggravated Assault,2.0,2018-06-01
7300,Hiawatha,Burglary,1.0,2018-06-01
7302,Hiawatha,Larceny,20.0,2018-06-01
7304,Hiawatha,Robbery,3.0,2018-06-01
7305,Holland,Aggravated Assault,2.0,2018-06-01
7307,Holland,Auto Theft,1.0,2018-06-01
7308,Holland,Burglary,1.0,2018-06-01
7310,Holland,Larceny,6.0,2018-06-01
7312,Holland,Robbery,2.0,2018-06-01
7313,Howe,Aggravated Assault,1.0,2018-06-01
7315,Howe,Auto Theft,3.0,2018-06-01
7316,Howe,Burglary,1.0,2018-06-01
7318,Howe,Larceny,14.0,2018-06-01
7324,Humboldt Industrial Area,Burglary,1.0,2018-06-01
7329,Jordan,Aggravated Assault,8.0,2018-06-01
7330,Jordan,Arson,2.0,2018-06-01
7331,Jordan,Auto Theft,5.0,2018-06-01
7332,Jordan,Burglary,6.0,2018-06-01
7333,Jordan,Homicide,1.0,2018-06-01
7334,Jordan,Larceny,19.0,2018-06-01
7335,Jordan,Rape,1.0,2018-06-01
7336,Jordan,Robbery,4.0,2018-06-01
7342,Keewaydin,Larceny,7.0,2018-06-01
7348,Kenny,Burglary,3.0,2018-06-01
7358,Kenwood,Larceny,3.0,2018-06-01
7361,King Field,Aggravated Assault,2.0,2018-06-01
7363,King Field,Auto Theft,2.0,2018-06-01
7364,King Field,Burglary,4.0,2018-06-01
7366,King Field,Larceny,15.0,2018-06-01
7368,King Field,Robbery,1.0,2018-06-01
7369,Lind - Bohanon,Aggravated Assault,4.0,2018-06-01
7370,Lind - Bohanon,Arson,1.0,2018-06-01
7371,Lind - Bohanon,Auto Theft,4.0,2018-06-01
7372,Lind - Bohanon,Burglary,7.0,2018-06-01
7373,Lind - Bohanon,Homicide,1.0,2018-06-01
7374,Lind - Bohanon,Larceny,11.0,2018-06-01
7375,Lind - Bohanon,Rape,1.0,2018-06-01
7376,Lind - Bohanon,Robbery,1.0,2018-06-01
7378,Linden Hills,Arson,1.0,2018-06-01
7382,Linden Hills,Larceny,6.0,2018-06-01
7388,Logan Park,Burglary,1.0,2018-06-01
7390,Logan Park,Larceny,5.0,2018-06-01
7396,Longfellow,Burglary,4.0,2018-06-01
7398,Longfellow,Larceny,30.0,2018-06-01
7400,Longfellow,Robbery,2.0,2018-06-01
7401,Loring Park,Aggravated Assault,4.0,2018-06-01
7403,Loring Park,Auto Theft,2.0,2018-06-01
7404,Loring Park,Burglary,3.0,2018-06-01
7406,Loring Park,Larceny,29.0,2018-06-01
7407,Loring Park,Rape,2.0,2018-06-01
7408,Loring Park,Robbery,1.0,2018-06-01
7411,Lowry Hill,Auto Theft,1.0,2018-06-01
7412,Lowry Hill,Burglary,2.0,2018-06-01
7414,Lowry Hill,Larceny,11.0,2018-06-01
7417,Lowry Hill East,Aggravated Assault,3.0,2018-06-01
7419,Lowry Hill East,Auto Theft,5.0,2018-06-01
7420,Lowry Hill East,Burglary,3.0,2018-06-01
7422,Lowry Hill East,Larceny,43.0,2018-06-01
7423,Lowry Hill East,Rape,2.0,2018-06-01
7424,Lowry Hill East,Robbery,3.0,2018-06-01
7427,Lyndale,Auto Theft,3.0,2018-06-01
7428,Lyndale,Burglary,4.0,2018-06-01
7430,Lyndale,Larceny,22.0,2018-06-01
7431,Lyndale,Rape,1.0,2018-06-01
7432,Lyndale,Robbery,2.0,2018-06-01
7436,Lynnhurst,Burglary,1.0,2018-06-01
7438,Lynnhurst,Larceny,5.0,2018-06-01
7441,Marcy Holmes,Aggravated Assault,3.0,2018-06-01
7443,Marcy Holmes,Auto Theft,6.0,2018-06-01
7444,Marcy Holmes,Burglary,9.0,2018-06-01
7446,Marcy Holmes,Larceny,35.0,2018-06-01
7447,Marcy Holmes,Rape,2.0,2018-06-01
7448,Marcy Holmes,Robbery,3.0,2018-06-01
7454,Marshall Terrace,Larceny,7.0,2018-06-01
7457,McKinley,Aggravated Assault,5.0,2018-06-01
7460,McKinley,Burglary,9.0,2018-06-01
7462,McKinley,Larceny,4.0,2018-06-01
7463,McKinley,Rape,1.0,2018-06-01
7468,Mid - City Industrial,Burglary,1.0,2018-06-01
7470,Mid - City Industrial,Larceny,8.0,2018-06-01
7472,Mid - City Industrial,Robbery,1.0,2018-06-01
7473,Midtown Phillips,Aggravated Assault,2.0,2018-06-01
7476,Midtown Phillips,Burglary,3.0,2018-06-01
7478,Midtown Phillips,Larceny,14.0,2018-06-01
7480,Midtown Phillips,Robbery,4.0,2018-06-01
7484,Minnehaha,Burglary,1.0,2018-06-01
7486,Minnehaha,Larceny,7.0,2018-06-01
7487,Minnehaha,Rape,1.0,2018-06-01
7489,Morris Park,Aggravated Assault,1.0,2018-06-01
7492,Morris Park,Burglary,2.0,2018-06-01
7497,Near - North,Aggravated Assault,9.0,2018-06-01
7499,Near - North,Auto Theft,6.0,2018-06-01
7500,Near - North,Burglary,14.0,2018-06-01
7502,Near - North,Larceny,28.0,2018-06-01
7503,Near - North,Rape,2.0,2018-06-01
7504,Near - North,Robbery,4.0,2018-06-01
7508,Nicollet Island - East Bank,Burglary,1.0,2018-06-01
7510,Nicollet Island - East Bank,Larceny,12.0,2018-06-01
7513,North Loop,Aggravated Assault,3.0,2018-06-01
7515,North Loop,Auto Theft,4.0,2018-06-01
7516,North Loop,Burglary,2.0,2018-06-01
7518,North Loop,Larceny,37.0,2018-06-01
7519,North Loop,Rape,1.0,2018-06-01
7520,North Loop,Robbery,2.0,2018-06-01
7521,Northeast Park,Aggravated Assault,2.0,2018-06-01
7522,Northeast Park,Arson,1.0,2018-06-01
7524,Northeast Park,Burglary,1.0,2018-06-01
7526,Northeast Park,Larceny,9.0,2018-06-01
7532,Northrop,Burglary,4.0,2018-06-01
7534,Northrop,Larceny,5.0,2018-06-01
7540,Page,Burglary,2.0,2018-06-01
7542,Page,Larceny,1.0,2018-06-01
7545,Phillips West,Aggravated Assault,2.0,2018-06-01
7547,Phillips West,Auto Theft,2.0,2018-06-01
7550,Phillips West,Larceny,10.0,2018-06-01
7551,Phillips West,Rape,1.0,2018-06-01
7553,Powderhorn Park,Aggravated Assault,11.0,2018-06-01
7555,Powderhorn Park,Auto Theft,3.0,2018-06-01
7556,Powderhorn Park,Burglary,13.0,2018-06-01
7558,Powderhorn Park,Larceny,11.0,2018-06-01
7559,Powderhorn Park,Rape,2.0,2018-06-01
7560,Powderhorn Park,Robbery,6.0,2018-06-01
7561,Prospect Park - East River Road,Aggravated Assault,2.0,2018-06-01
7563,Prospect Park - East River Road,Auto Theft,3.0,2018-06-01
7564,Prospect Park - East River Road,Burglary,3.0,2018-06-01
7566,Prospect Park - East River Road,Larceny,16.0,2018-06-01
7567,Prospect Park - East River Road,Rape,1.0,2018-06-01
7568,Prospect Park - East River Road,Robbery,1.0,2018-06-01
7572,Regina,Burglary,2.0,2018-06-01
7574,Regina,Larceny,1.0,2018-06-01
7576,Regina,Robbery,1.0,2018-06-01
7577,Seward,Aggravated Assault,2.0,2018-06-01
7579,Seward,Auto Theft,3.0,2018-06-01
7580,Seward,Burglary,10.0,2018-06-01
7581,Seward,Homicide,1.0,2018-06-01
7582,Seward,Larceny,20.0,2018-06-01
7584,Seward,Robbery,1.0,2018-06-01
